地域,所在地都道府県,所在地市区町村,区,種別,公園名,所在地,緯度,経度
九州,福岡県,福岡市,博多区,街区,半道橋公園,半道橋一丁目438,33.57923343,130.43888193
九州,福岡県,福岡市,博多区,街区,井相田公園,井相田三丁目6-3，6-10，6-14,33.55191313,130.46929581
九州,福岡県,福岡市,博多区,街区,下月隈北公園,東月隈二丁目52-336,33.58488846,130.46963141
九州,福岡県,福岡市,博多区,街区,下月隈南公園,東月隈三丁目52-424,33.58091208,130.47040949
九州,福岡県,福岡市,博多区,都市緑地,東光寺公園,東那珂一丁目221，224,33.5751565,130.43534875
九州,福岡県,福岡市,博多区,街区,平原北公園,諸岡三丁目788,33.55932262,130.44431874
九州,福岡県,福岡市,博多区,都市緑地,千代東公園,千代一丁目486-1の一部,33.60416211,130.41530305
九州,福岡県,福岡市,博多区,街区,吉塚梅香公園,吉塚四丁目86,33.60054178,130.43120905
九州,福岡県,福岡市,博多区,街区,板付北公園,板付五丁目15-1,33.56541072,130.45470755
九州,福岡県,福岡市,博多区,街区,諸岡公園,諸岡二丁目10-4,33.55770823,130.45188031
九州,福岡県,福岡市,博多区,街区,大ヶ浦公園,浦田一丁目363-2,33.57468744,130.47514876
九州,福岡県,福岡市,博多区,都市緑地,月隈北公園,月隈三丁目127-2外,33.57259716,130.46466843
九州,福岡県,福岡市,博多区,街区,板付公園,板付一丁目4-4,33.56979608,130.44983965
九州,福岡県,福岡市,博多区,街区,西月隈公園,西月隈一丁目194-1,33.5744244,130.45028488
九州,福岡県,福岡市,博多区,街区,鳥越公園,月隈一丁目354-2，358-1，359，360,33.57726564,130.46134649
九州,福岡県,福岡市,博多区,街区,下月隈京町公園,月隈二丁目522-177,33.57815717,130.46745115
九州,福岡県,福岡市,博多区,街区,板付南公園,板付七丁目3-18,33.5579299,130.45471744
九州,福岡県,福岡市,博多区,街区,吉塚西公園,吉塚一丁目438-2,33.60000365,130.4255892
九州,福岡県,福岡市,博多区,都市緑地,上臼井公園,空港前四丁目314-1の一部外,33.5940039,130.4527683
九州,福岡県,福岡市,博多区,街区,東光北公園,東光二丁目138,33.59451633,130.42846245
九州,福岡県,福岡市,博多区,街区,春住中公園,博多駅南五丁目13-2,33.57817645,130.42822499
九州,福岡県,福岡市,博多区,街区,諸岡南公園,諸岡六丁目487-1,33.55172454,130.45110115
九州,福岡県,福岡市,博多区,街区,堅田橋公園,吉塚八丁目339の一部外,33.60638317,130.43614612
九州,福岡県,福岡市,博多区,街区,宝満尾公園,月隈一丁目298-4の一部外,33.57908083,130.4594765
九州,福岡県,福岡市,博多区,街区,那珂一ツ木公園,東那珂二丁目403,33.57738612,130.44829369
九州,福岡県,福岡市,博多区,街区,諸岡北公園,諸岡一丁目17-30,33.56198114,130.44950325
九州,福岡県,福岡市,博多区,街区,吉塚東公園,吉塚七丁目120，125，127-1，127-3，128，129-1，97，98，,33.60687284,130.43371535
九州,福岡県,福岡市,博多区,街区,上月隈西公園,西月隈四丁目914，915，916,33.56540871,130.460785
九州,福岡県,福岡市,博多区,街区,下月隈旭公園,月隈三丁目171-68，171-69，522-224,33.57645443,130.46749271
九州,福岡県,福岡市,博多区,街区,那珂本町公園,那珂三丁目259,33.57099281,130.44057877
九州,福岡県,福岡市,博多区,街区,諸岡中公園,諸岡五丁目345-2,33.55493726,130.44940431
九州,福岡県,福岡市,博多区,街区,堅粕公園,堅粕四丁目13-4,33.59641896,130.42304827
九州,福岡県,福岡市,博多区,街区,金隈北公園,金の隈一丁目648の一部，649-1，649-2，651-1の一部,33.56239678,130.46917025
九州,福岡県,福岡市,博多区,街区,那珂北公園,那珂一丁目183-1,33.57236625,130.43732361
九州,福岡県,福岡市,博多区,都市緑地,下臼井公園,空港前三丁目516-1外,33.59812252,130.45063096
九州,福岡県,福岡市,博多区,街区,金隈新町公園,金の隈二丁目323-134,33.55794918,130.47596008
九州,福岡県,福岡市,博多区,街区,東月隈中公園,東月隈五丁目168-116,33.57713713,130.4717254
九州,福岡県,福岡市,博多区,街区,東吉塚東公園,吉塚八丁目219-1,33.60376052,130.43635893
九州,福岡県,福岡市,博多区,街区,青木公園,青木一丁目400-1，400-2，401-1，401-2，402-1，402-2,33.59020486,130.45274851
九州,福岡県,福岡市,博多区,街区,麦野南公園,麦野四丁目26-75,33.54854396,130.46114861
九州,福岡県,福岡市,博多区,街区,下月隈正手浦公園,月隈一丁目215-9,33.57945832,130.46665962
九州,福岡県,福岡市,博多区,街区,吉塚中公園,吉塚二丁目604,33.60290715,130.4254445
九州,福岡県,福岡市,博多区,街区,寿町公園,寿町二丁目119-1,33.54321565,130.46118423
九州,福岡県,福岡市,博多区,街区,上月隈東公園,月隈六丁目101-1外6,33.56916156,130.46469861
九州,福岡県,福岡市,博多区,街区,板付西公園,板付四丁目12-23,33.56071212,130.45291276
九州,福岡県,福岡市,博多区,街区,諸岡西公園,諸岡三丁目158-1，158-4，158-5，158-6，181-3，181-4，187，188，189-1,33.56246706,130.44517705
九州,福岡県,福岡市,博多区,街区,諸岡東公園,諸岡五丁目84-1,33.55506576,130.45205593
九州,福岡県,福岡市,博多区,街区,西春町公園,西春町四丁目8-4，8-2，8-3，8-5,33.53963667,130.46861991
九州,福岡県,福岡市,博多区,街区,昭南町公園,昭南町二丁目23,33.53927303,130.46269763
九州,福岡県,福岡市,博多区,街区,南八幡公園,南八幡町一丁目23-4,33.54582922,130.4563005
九州,福岡県,福岡市,博多区,都市緑地,空港前東公園,空港前五丁目62-1，50-2,33.59561972,130.45662876
九州,福岡県,福岡市,博多区,街区,那珂東公園,那珂五丁目159-1,33.56675204,130.44543677
九州,福岡県,福岡市,博多区,街区,浦田東公園,"浦田一丁目336-1,336-4の一部,351-1",33.5754071,130.47820208
九州,福岡県,福岡市,博多区,街区,金隈南公園,金の隈三丁目203-13,33.5562516,130.47874982
九州,福岡県,福岡市,博多区,街区,三筑北公園,三筑二丁目14-4,33.54985315,130.45504394
九州,福岡県,福岡市,博多区,街区,板付東公園,板付二丁目1-104，1-105，1-106，1-107，2000-18の一部,33.56731628,130.44979018
九州,福岡県,福岡市,博多区,街区,立花寺北公園,立花寺二丁目618-1，618-2，619-1，619-2，621-1，647-1，647-3，648-1，648-2，649，650-1，688-1，688-2，688-3，690-1，690-2,33.56727863,130.46829833
九州,福岡県,福岡市,博多区,街区,美野島南公園,美野島四丁目457-16，457-18，460-9,33.57341349,130.42570707
九州,福岡県,福岡市,博多区,街区,吉塚明公園,吉塚一丁目36-2，36-3，37-2,33.60112169,130.42281094
九州,福岡県,福岡市,博多区,街区,板付中公園,板付六丁目8-6,33.56069928,130.45789147
九州,福岡県,福岡市,博多区,都市緑地,千代北公園,千代五丁目269-5,33.60728103,130.41136792
九州,福岡県,福岡市,博多区,街区,大井北公園,大井一丁目4-33，4-59，4-60，4-61，4-62，4-63大井二丁目4-12，4-16，4-17の各一部，4-14，4-15，4-27,33.60505313,130.44276848
九州,福岡県,福岡市,博多区,街区,三筑公園,"三筑一丁目6-11,6-17",33.55282491,130.45481638
九州,福岡県,福岡市,博多区,幼児,麦野一丁目公園,麦野一丁目18,33.55400526,130.45754319
九州,福岡県,福岡市,博多区,幼児,見上後公園,西月隈三丁目1579，1580-1，1580-16，1580-18，1580-20，1581-2，1581-3，1586-9，1586-2の一部,33.56870176,130.4539828
九州,福岡県,福岡市,博多区,幼児,新川公園,堅粕三丁目3-13,33.59918242,130.42443654
九州,福岡県,福岡市,博多区,幼児,千代公園,千代五丁目63,33.60550494,130.41114443
九州,福岡県,福岡市,博多区,幼児,新麦野公園,麦野四丁目24-7,33.54974873,130.46072316
九州,福岡県,福岡市,博多区,幼児,三筑南公園,三筑二丁目5-5，麦野四丁目1045-3,33.5494114,130.45955566
九州,福岡県,福岡市,博多区,幼児,麦野東公園,麦野六丁目12-2，12-22,33.5471625,130.46439387
九州,福岡県,福岡市,博多区,幼児,吉塚南公園,吉塚三丁目376-2,33.59901174,130.42845602
九州,福岡県,福岡市,博多区,幼児,博多駅南公園,博多駅南三丁目290,33.57961094,130.42222521
九州,福岡県,福岡市,博多区,街区,大浜公園,大博町204-3外,33.60429264,130.40614482
九州,福岡県,福岡市,博多区,幼児,大和町公園,板付五丁目16-3,33.56534648,130.45517257
九州,福岡県,福岡市,博多区,幼児,堅粕中公園,堅粕三丁目124-2,33.59765034,130.42176019
九州,福岡県,福岡市,博多区,幼児,見上公園,西月隈三丁目1610-2,33.56987641,130.45298102
九州,福岡県,福岡市,博多区,幼児,影ヶ浦公園,金の隈二丁目370-5,33.55863393,130.47469725
九州,福岡県,福岡市,博多区,幼児,元町公園,元町二丁目9-6,33.54131535,130.46425535
九州,福岡県,福岡市,博多区,幼児,池ノ上公園,諸岡五丁目379,33.55550954,130.44918416
九州,福岡県,福岡市,博多区,幼児,今田前公園,東平尾二丁目563-1,33.58678333,130.45661711
九州,福岡県,福岡市,博多区,幼児,駅南六公園,博多駅南六丁目66-3,33.57765721,130.43416368
九州,福岡県,福岡市,博多区,幼児,月ヶ丘公園,諸岡三丁目821,33.55961579,130.44543677
九州,福岡県,福岡市,博多区,幼児,千代三和公園,千代三丁目411-2,33.60224454,130.41112897
九州,福岡県,福岡市,博多区,幼児,上ノ園公園,金の隈一丁目993-7,33.56465056,130.46958326
九州,福岡県,福岡市,博多区,幼児,芳井谷公園,東月隈三丁目39-5,33.58403736,130.47246386
九州,福岡県,福岡市,博多区,幼児,清道公園,那珂六丁目51,33.56573501,130.43909527
九州,福岡県,福岡市,博多区,幼児,宮園公園,竹下五丁目26,33.57031565,130.43394725
九州,福岡県,福岡市,博多区,幼児,坂瀬公園,浦田一丁目378-16,33.5780608,130.47661309
九州,福岡県,福岡市,博多区,幼児,今町公園,堅粕四丁目392-1,33.59624327,130.42597013
九州,福岡県,福岡市,博多区,幼児,光丘公園,光丘町二丁目19-1,33.53832165,130.46690671
九州,福岡県,福岡市,博多区,幼児,堅粕西公園,堅粕五丁目2-1,33.59515246,130.42154251
九州,福岡県,福岡市,博多区,幼児,奥小路公園,東平尾二丁目638-1,33.5879881,130.45648106
九州,福岡県,福岡市,博多区,幼児,千代新町公園,千代四丁目376,33.60628302,130.41320055
九州,福岡県,福岡市,博多区,幼児,奈良屋公園,須崎町96,33.59694355,130.40384444
九州,福岡県,福岡市,博多区,幼児,立花寺白石公園,大字立花寺字白石1-11,33.5670974,130.47951206
九州,福岡県,福岡市,中央区,総合,南公園,南公園，輝国一丁目,33.57414643,130.38844597
九州,福岡県,福岡市,中央区,風致,平尾大池公園,平尾五丁目326,33.56807728,130.39510547
九州,福岡県,福岡市,中央区,近隣,須崎公園,天神五丁目2,33.59673585,130.39878453
九州,福岡県,福岡市,中央区,近隣,警固公園,天神二丁目22-1,33.58827423,130.39930243
九州,福岡県,福岡市,中央区,近隣,小笹南公園,小笹二丁目1051、1011-4,33.56201527,130.38845911
九州,福岡県,福岡市,中央区,近隣,平和中央公園,平和五丁目1051,33.56454811,130.3928516
九州,福岡県,福岡市,中央区,近隣,地行中央公園,地行浜一丁目30−5,33.59349489,130.36005067
九州,福岡県,福岡市,中央区,近隣,小笹中央公園,小笹四丁目245外,33.56743674,130.38693789
九州,福岡県,福岡市,中央区,街区,水上公園,西中洲13-1,33.59255658,130.40322853
九州,福岡県,福岡市,中央区,街区,浜の町公園,舞鶴三丁目88,33.59122491,130.38715062
九州,福岡県,福岡市,中央区,街区,春吉公園,春吉一丁目17号1-2，同号1-3，同号5-1，同号41，同号42-1，同号42-3，同号43-1，1000号21-1，同号31-2，同号32-2,33.58471755,130.40667168
九州,福岡県,福岡市,中央区,街区,今泉公園,今泉一丁目316-1，318，327，444,33.58526371,130.40007825
九州,福岡県,福岡市,中央区,街区,西町公園,今川二丁目8区417-1，8区417-2,33.58694396,130.36703838
九州,福岡県,福岡市,中央区,街区,簀子公園,大手門三丁目314,33.59104821,130.38234208
九州,福岡県,福岡市,中央区,街区,一本木公園,大宮二丁目2-1，2-25,33.57637211,130.40516778
九州,福岡県,福岡市,中央区,街区,山荘公園,平尾四丁目216,33.57222168,130.39788572
九州,福岡県,福岡市,中央区,都市緑地,小笹公園,小笹一丁目19,33.5658605,130.38984429
九州,福岡県,福岡市,中央区,街区,福崎公園,港二丁目9,33.5929678,130.3823897
九州,福岡県,福岡市,中央区,街区,長浜公園,舞鶴一丁目138,33.59340955,130.39403691
九州,福岡県,福岡市,中央区,街区,清川公園,清川三丁目4区28，4区29-2,33.57806079,130.41269521
九州,福岡県,福岡市,中央区,街区,高砂公園,高砂一丁目16-6,33.5794021,130.40722575
九州,福岡県,福岡市,中央区,街区,六軒屋公園,春吉二丁目3街区25,33.58722507,130.40902648
九州,福岡県,福岡市,中央区,都市緑地,谷公園,谷二丁目54-1,33.5740449,130.3799675
九州,福岡県,福岡市,中央区,緑道,梅光園公園,梅光園二丁目77-1外,33.5691435,130.37893604
九州,福岡県,福岡市,中央区,都市緑地,福浜公園,西公園263,33.59686134,130.36572046
九州,福岡県,福岡市,中央区,街区,唐人町公園,唐人町三丁目278,33.59218872,130.37072641
九州,福岡県,福岡市,中央区,街区,地行公園,地行二丁目16-7,33.58859208,130.36525101
九州,福岡県,福岡市,中央区,街区,薬院公園,薬院三丁目188,33.57886197,130.39942611
九州,福岡県,福岡市,中央区,街区,白金公園,白金二丁目4号13-1,33.57707991,130.4073839
九州,福岡県,福岡市,中央区,都市緑地,赤坂公園,赤坂三丁目190-2外,33.58199315,130.38635315
九州,福岡県,福岡市,中央区,街区,平尾山荘公園,平尾五丁目168-2,33.57173375,130.39543445
九州,福岡県,福岡市,中央区,街区,荒津公園,荒津二丁目13-3,33.5997868,130.37650456
九州,福岡県,福岡市,中央区,街区,小笹北公園,小笹四丁目502-1,33.56895274,130.38755627
九州,福岡県,福岡市,中央区,都市緑地,桜坂公園,桜坂三丁目332外,33.57964531,130.38920582
九州,福岡県,福岡市,中央区,街区,輝国公園,輝国二丁目285-1，292-1，293-3,33.5703081,130.37980177
九州,福岡県,福岡市,中央区,都市緑地,笹丘公園,笹丘二丁目389-1外,33.56527418,130.38080454
九州,福岡県,福岡市,中央区,街区,地行浜西公園,地行浜一丁目29-93,33.59108535,130.36048354
九州,福岡県,福岡市,中央区,街区,福浜北公園,福浜一丁目5-1，12-3，37の一部,33.5996133,130.36637559
九州,福岡県,福岡市,中央区,街区,桜坂南公園,桜坂三丁目66-1,33.57575795,130.38675766
九州,福岡県,福岡市,中央区,街区,唐人町北公園,唐人町三丁目75-1,33.59470267,130.36988541
九州,福岡県,福岡市,中央区,街区,草香江公園,草香江二丁目17街区270番,33.58108075,130.37182465
九州,福岡県,福岡市,中央区,街区,浄水通公園,浄水通54-1,33.57697583,130.39482738
九州,福岡県,福岡市,中央区,街区,平尾東公園,平尾四丁目地内,33.57899248,130.40203877
九州,福岡県,福岡市,中央区,幼児,伊崎公園,伊崎309-2，369-3,33.59763427,130.37132995
九州,福岡県,福岡市,中央区,幼児,菰川公園,地行四丁目1-2,33.59161244,130.36786701
九州,福岡県,福岡市,南区,都市緑地,平和西公園,平和一丁目440，445-1,33.56156028,130.39280411
九州,福岡県,福岡市,中央区,幼児,浄水通２号公園,浄水通8-6,33.5757396,130.39468003
九州,福岡県,福岡市,中央区,幼児,古小烏公園,薬院伊福町15-2,33.5785186,130.39310687
九州,福岡県,福岡市,中央区,幼児,警固本町公園,警固二丁目148,33.58352884,130.3907303
九州,福岡県,福岡市,中央区,幼児,薬院記念公園,薬院一丁目4-1,33.58323327,130.40118045
九州,福岡県,福岡市,中央区,幼児,清川中公園,清川二丁目12-49,33.57952579,130.410099
九州,福岡県,福岡市,中央区,都市緑地,松風園,平尾三丁目353-2外,33.57408505,130.39630266
九州,福岡県,福岡市,南区,運動,那珂川（緑地）,警弥郷二丁目，的場一丁目，二丁目，大字下日佐字不都原，字目掛，字鞘ヶ共，字四反田，大字老司字河原,33.53889751,130.43138483
九州,福岡県,福岡市,南区,運動,桧原運動公園,桧原五丁目754-1外,33.53270926,130.39052451
九州,福岡県,福岡市,南区,植物,花畑園芸公園,大字桧原字夫婦石，字真木ノ内，字滝の下，柏原七丁目,33.52653482,130.38676475
九州,福岡県,福岡市,南区,風致,柏原公園,柏原六丁目476，477,33.52056871,130.38987211
九州,福岡県,福岡市,南区,近隣,長住中央公園,長住五丁目45,33.54604204,130.3977472
九州,福岡県,福岡市,南区,近隣,鹿助公園,西長住二丁目915,33.54982702,130.39383903
九州,福岡県,福岡市,南区,近隣,長丘中公園,長丘三丁目12-1,33.55496737,130.39442031
九州,福岡県,福岡市,南区,近隣,上水公園,大池二丁目1-1,33.56175625,130.40897701
九州,福岡県,福岡市,南区,近隣,野間大池公園,柳河内一丁目436-1，436-142，436-317柳河内二丁目420-8の一部,33.55380025,130.40567176
九州,福岡県,福岡市,南区,近隣,和田宝満公園,和田三丁目315-1，313-1，314-1,33.54700184,130.42151283
九州,福岡県,福岡市,南区,近隣,塩原中央公園,塩原二丁目30,33.56586049,130.42511676
九州,福岡県,福岡市,南区,近隣,三宅中央公園,三宅三丁目143-2，198-3,33.55036917,130.43055852
九州,福岡県,福岡市,南区,近隣,野多目中央公園,野多目四丁目239-2，240-1，249-1，252-1，275-4,33.53859255,130.42403583
九州,福岡県,福岡市,南区,近隣,柏原中央公園,柏原四丁目59,33.52511169,130.39398435
九州,福岡県,福岡市,南区,近隣,皿山中央公園,皿山二丁目954-42外,33.5437329,130.405007
九州,福岡県,福岡市,南区,近隣,筑紫丘中央公園,筑紫丘二丁目5-68,33.55718615,130.41927677
九州,福岡県,福岡市,南区,近隣,松ヶ枝公園,中尾一丁目649，野多目三丁目204-13,33.54482723,130.41623062
九州,福岡県,福岡市,南区,街区,三月田公園,高宮一丁目110,33.57058921,130.40823495
九州,福岡県,福岡市,南区,街区,天代公園,大楠一丁目28,33.57431897,130.4203274
九州,福岡県,福岡市,南区,街区,堀川公園,大楠二丁目321,33.57354089,130.40879458
九州,福岡県,福岡市,南区,都市緑地,野間公園,野間一丁目177-1外,33.56050931,130.41660783
九州,福岡県,福岡市,南区,街区,市崎公園,市崎一丁目198,33.57199477,130.40386918
九州,福岡県,福岡市,南区,街区,永楽公園,那の川一丁目4-1,33.57547856,130.41690466
九州,福岡県,福岡市,南区,街区,長住東公園,長住一丁目6区31,33.5489636,130.40064123
九州,福岡県,福岡市,南区,街区,長住北公園,長住二丁目4区44,33.55106191,130.39925605
九州,福岡県,福岡市,南区,街区,長住南公園,長住六丁目7区29,33.54511838,130.40038151
九州,福岡県,福岡市,南区,街区,長住西公園,長住七丁目18区68,33.54590148,130.39486554
九州,福岡県,福岡市,南区,都市緑地,警弥郷公園,警弥郷一丁目3-3,33.53107479,130.42768675
九州,福岡県,福岡市,南区,街区,寺塚公園,寺塚二丁目21-1,33.55825438,130.40206103
九州,福岡県,福岡市,南区,街区,長丘東公園,長丘一丁目7-1,33.55398147,130.399261
九州,福岡県,福岡市,南区,街区,長丘西公園,長丘五丁目10-1,33.55600548,130.39006938
九州,福岡県,福岡市,南区,街区,清水南公園,清水四丁目11,33.56827806,130.42317504
九州,福岡県,福岡市,南区,街区,福海公園,高宮三丁目217,33.56626208,130.41266256
九州,福岡県,福岡市,南区,街区,上高宮北公園,市崎二丁目50-2,33.56646287,130.40683122
九州,福岡県,福岡市,南区,街区,上高宮南公園,市崎二丁目50-3,33.56528321,130.4069549
九州,福岡県,福岡市,南区,街区,清水東公園,清水二丁目10-13,33.57142652,130.42448106
九州,福岡県,福岡市,南区,街区,清水西公園,清水一丁目10-1,33.57087233,130.42019692
九州,福岡県,福岡市,南区,街区,清水中央公園,清水三丁目6-1,33.57050287,130.4227397
九州,福岡県,福岡市,南区,街区,清水北公園,清水二丁目4-1,33.57299875,130.42301426
九州,福岡県,福岡市,南区,街区,寺島公園,横手南町22-2,33.54516607,130.44210988
九州,福岡県,福岡市,南区,街区,盤瀬公園,大楠三丁目386,33.56816963,130.41568954
九州,福岡県,福岡市,南区,街区,柏原北公園,柏原三丁目1327-177,33.52580192,130.40184089
九州,福岡県,福岡市,南区,街区,中尾エビス公園,中尾三丁目426，452,33.54372487,130.40788866
九州,福岡県,福岡市,南区,街区,井手公園,桧原七丁目950,33.5374681,130.38729903
九州,福岡県,福岡市,南区,街区,柏原東公園,柏原二丁目1366-10,33.52319159,130.40666426
九州,福岡県,福岡市,南区,街区,警弥郷東公園,警弥郷三丁目7-4,33.53060092,130.43077371
九州,福岡県,福岡市,南区,街区,警弥郷西公園,警弥郷三丁目8-4,33.53024752,130.43019986
九州,福岡県,福岡市,南区,街区,仲ノ原公園,花畑二丁目417,33.53831395,130.40350742
九州,福岡県,福岡市,南区,街区,野多目公園,野多目六丁目840,33.53610269,130.41628627
九州,福岡県,福岡市,南区,街区,宮竹公園,井尻一丁目752-3,33.55579665,130.44156818
九州,福岡県,福岡市,南区,街区,柏原西公園,柏原三丁目1290-2,33.52443651,130.40020836
九州,福岡県,福岡市,南区,街区,柏原南公園,柏原三丁目1327-343,33.5227398,130.40192746
九州,福岡県,福岡市,南区,街区,筑紫丘公園,筑紫丘二丁目21-1,33.55651952,130.41791138
九州,福岡県,福岡市,南区,街区,鶴田西公園,鶴田四丁目158-1,33.52896444,130.41013956
九州,福岡県,福岡市,南区,街区,御畠山公園,若久五丁目338,33.54795762,130.40786887
九州,福岡県,福岡市,南区,街区,塩原北公園,塩原一丁目1-1,33.56865154,130.42849312
九州,福岡県,福岡市,南区,街区,野間台北公園,多賀一丁目168-3，多賀二丁目1-18,33.56082458,130.41053038
九州,福岡県,福岡市,南区,街区,老司西口公園,老司二丁目366-3，372-1,33.53464944,130.42315649
九州,福岡県,福岡市,南区,街区,高木公園,高木三丁目1-12,33.55697532,130.43498613
九州,福岡県,福岡市,南区,街区,柳瀬公園,柳瀬一丁目13-2,33.5339823,130.43500839
九州,福岡県,福岡市,南区,街区,柳河内公園,柳河内二丁目971-8,33.55127274,130.4076413
九州,福岡県,福岡市,南区,街区,向野西公園,向野一丁目217,33.56257749,130.42029339
九州,福岡県,福岡市,南区,街区,向野東公園,向野二丁目49,33.56053943,130.42474573
九州,福岡県,福岡市,南区,街区,大橋東公園,大橋二丁目48,33.556895,130.43089244
九州,福岡県,福岡市,南区,街区,石橋公園,桧原三丁目287-1,33.53571302,130.39681345
九州,福岡県,福岡市,南区,街区,若久新町公園,若久二丁目347,33.55248253,130.41465375
九州,福岡県,福岡市,南区,街区,皿山公園,皿山一丁目955-741,33.54728697,130.40403305
九州,福岡県,福岡市,南区,街区,若久公園,若久六丁目588,33.54816544,130.41573592
九州,福岡県,福岡市,南区,街区,五十川公園,五十川二丁目103-1,33.56094101,130.44073708
九州,福岡県,福岡市,南区,街区,桧原山崎公園,西長住三丁目421-4,33.54351604,130.39250333
九州,福岡県,福岡市,南区,街区,桜ヶ丘（下妹池）公園,屋形原二丁目113-1，362-1,33.54012863,130.41156184
九州,福岡県,福岡市,南区,街区,大橋西公園,大橋二丁目52,33.55650345,130.43083061
九州,福岡県,福岡市,南区,街区,横手公園,横手三丁目19-1,33.54745764,130.43579002
九州,福岡県,福岡市,南区,街区,若久菖蒲公園,若久二丁目231,33.5517923,130.41715819
九州,福岡県,福岡市,南区,街区,若久天神公園,若久一丁目21,33.5583106,130.41443113
九州,福岡県,福岡市,南区,街区,井尻公園,井尻五丁目199-3，199-4,33.55034909,130.44151082
九州,福岡県,福岡市,南区,街区,やよい坂公園,屋形原三丁目482-2,33.53170007,130.40908747
九州,福岡県,福岡市,南区,街区,菰池公園,花畑二丁目29の一部,33.538201,130.40593457
九州,福岡県,福岡市,南区,街区,弥永公園,弥永四丁目5-3,33.52801066,130.43300731
九州,福岡県,福岡市,南区,街区,古屋敷南公園,桧原二丁目330-1,33.53906693,130.39514382
九州,福岡県,福岡市,南区,街区,大平寺西公園,大平寺一丁目52-59,33.53330763,130.39704472
九州,福岡県,福岡市,南区,街区,塩原東公園,塩原四丁目109,33.56174419,130.4316345
九州,福岡県,福岡市,南区,街区,上曰佐公園,曰佐三丁目151-1,33.53761869,130.43941374
九州,福岡県,福岡市,南区,街区,京地公園,桧原五丁目762-3,33.53329157,130.38967114
九州,福岡県,福岡市,南区,都市緑地,長丘北公園,長丘二丁目20-20,33.55700041,130.39279397
九州,福岡県,福岡市,南区,街区,西長住公園,西長住一丁目166-2,33.55119242,130.39103158
九州,福岡県,福岡市,南区,街区,和田大坪公園,和田一丁目44-3,33.54591754,130.42554963
九州,福岡県,福岡市,南区,街区,横手東公園,横手二丁目665-10,33.54788533,130.44077665
九州,福岡県,福岡市,南区,都市緑地,塩原公園,塩原三丁目47,33.5654087,130.43186949
九州,福岡県,福岡市,南区,街区,柏陵公園,柏原四丁目75,33.52268156,130.39531325
九州,福岡県,福岡市,南区,街区,柏原ゴソ公園,柏原六丁目138,33.52577682,130.39008855
九州,福岡県,福岡市,南区,街区,柏原林崎公園,柏原五丁目53,33.52826165,130.3935824
九州,福岡県,福岡市,南区,街区,向野南公園,向野二丁目224,33.55877243,130.42296479
九州,福岡県,福岡市,南区,街区,塩原西公園,塩原三丁目166,33.56366429,130.42736149
九州,福岡県,福岡市,南区,街区,老司大池公園,老司五丁目634-7,33.52697656,130.41422088
九州,福岡県,福岡市,南区,街区,柏原上原田公園,柏原五丁目97,33.52939112,130.39624144
九州,福岡県,福岡市,南区,街区,大橋南公園,大橋四丁目647-5,33.55456578,130.42796132
九州,福岡県,福岡市,南区,街区,柏原中公園,柏原一丁目1302-1,33.52798481,130.40031275
九州,福岡県,福岡市,南区,街区,柳瀬東公園,柳瀬一丁目127-3,33.53424826,130.43830377
九州,福岡県,福岡市,南区,街区,和田北公園,和田四丁目396-4，南大橋二丁目397-31,33.54924471,130.42092414
九州,福岡県,福岡市,南区,街区,野多目西公園,野多目五丁目904-3,33.54159443,130.41690466
九州,福岡県,福岡市,南区,街区,野多目東公園,向新町二丁目861-2,33.53816084,130.4290373
九州,福岡県,福岡市,南区,街区,老司中公園,老司三丁目566-2,33.53169323,130.42083014
九州,福岡県,福岡市,南区,都市緑地,横手南公園,横手三丁目138-1，143-2，154-1，154-5～7，155-4，155-5,33.54542961,130.43886338
九州,福岡県,福岡市,南区,街区,弥永中公園,弥永二丁目17-3,33.52657497,130.43109033
九州,福岡県,福岡市,南区,街区,高木東公園,高木三丁目17-1,33.55635888,130.43848122
九州,福岡県,福岡市,南区,街区,弥永南公園,弥永五丁目17-2,33.52402488,130.43559214
九州,福岡県,福岡市,南区,街区,鶴田南公園,鶴田二丁目257-14，257-15，259-1，261-16,33.52510716,130.41109435
九州,福岡県,福岡市,南区,都市緑地,平和東公園,平和一丁目1051外,33.56622995,130.40137834
九州,福岡県,福岡市,南区,街区,横手西公園,横手四丁目421-1，421-3，421-5，421-6,33.54817296,130.4340515
九州,福岡県,福岡市,南区,街区,的場公園,的場一丁目21-4,33.544137,130.43262159
九州,福岡県,福岡市,南区,街区,野多目北公園,野多目三丁目204-12,33.54412447,130.41999656
九州,福岡県,福岡市,南区,街区,弥永西公園,弥永三丁目12-3,33.52456114,130.432089
九州,福岡県,福岡市,南区,街区,井尻南公園,井尻四丁目989-1,33.548392,130.44553096
九州,福岡県,福岡市,南区,街区,曰佐東公園,曰佐二丁目567-2,33.54137609,130.438817
九州,福岡県,福岡市,南区,街区,寺塚南公園,寺塚一丁目7-6,33.55574072,130.40312027
九州,福岡県,福岡市,南区,街区,花畑南公園,花畑三丁目553-1，555-3，556，557-1,33.53332372,130.40290203
九州,福岡県,福岡市,南区,街区,的場南公園,的場二丁目18-7,33.54110171,130.43250716
九州,福岡県,福岡市,南区,街区,三宅西公園,三宅一丁目1020-2,33.55097157,130.42446127
九州,福岡県,福岡市,南区,街区,塩原中公園,塩原一丁目107-1108-2,33.56674356,130.43122561
