地域,所在地都道府県,所在地市区町村,区,種別,公園名,所在地,緯度,経度
九州,福岡県,福岡市,早良区,幼児,籾田公園,有田三丁目523-11,33.55736229,130.33378189
九州,福岡県,福岡市,早良区,幼児,荒江１号公園,荒江三丁目315-2,33.57182409,130.35185094
九州,福岡県,福岡市,早良区,幼児,木ノ坪公園,有田四丁目636-22,33.55599644,130.33938127
九州,福岡県,福岡市,早良区,幼児,四箇東公園,四箇六丁目491-6,33.53083182,130.33175354
九州,福岡県,福岡市,早良区,幼児,早良１号公園,早良七丁目900-339,33.49627253,130.33466612
九州,福岡県,福岡市,早良区,幼児,早良２号公園,早良七丁目900-340,33.49769064,130.33449606
九州,福岡県,福岡市,早良区,幼児,早良３号公園,早良七丁目900-343,33.49604663,130.33169789
九州,福岡県,福岡市,早良区,幼児,満所公園,田村五丁目1101-10,33.53518706,130.33470198
九州,福岡県,福岡市,早良区,幼児,塚本公園,重留七丁目1024-5,33.53244019,130.33529563
九州,福岡県,福岡市,早良区,幼児,スキサキ公園,野芥一丁目903-6,33.54834571,130.34843262
九州,福岡県,福岡市,早良区,幼児,餅田１号公園,野芥八丁目1139-41,33.53858451,130.33670059
九州,福岡県,福岡市,早良区,幼児,餅田２号公園,野芥八丁目1141-27,33.53849616,130.33715572
九州,福岡県,福岡市,早良区,幼児,敷町公園,原六丁目605-4,33.56392482,130.34613956
九州,福岡県,福岡市,早良区,幼児,熊山公園,早良五丁目1323-10,33.50472247,130.33345533
九州,福岡県,福岡市,早良区,幼児,若上公園,次郎丸四丁目425-8,33.54817608,130.32824707
九州,福岡県,福岡市,早良区,幼児,舟底公園,原二丁目375-13,33.57011733,130.34722792
九州,福岡県,福岡市,早良区,幼児,原１号公園,原六丁目603-4,33.56296904,130.34554592
九州,福岡県,福岡市,早良区,幼児,餅田３号公園,野芥八丁目1143-3,33.53794165,130.33794012
九州,福岡県,福岡市,早良区,幼児,樋ノ口公園,野芥五丁目115-30,33.53862267,130.35024314
九州,福岡県,福岡市,早良区,幼児,荒江２号公園,荒江三丁目7-3,33.57365383,130.35284653
九州,福岡県,福岡市,早良区,幼児,熊山１号公園,早良五丁目1321-4,33.5050839,130.33376204
九州,福岡県,福岡市,早良区,幼児,熊山２号公園,早良六丁目1166-15,33.50255388,130.33280232
九州,福岡県,福岡市,早良区,幼児,野中公園,大字脇山2438-4,33.48450644,130.35037424
九州,福岡県,福岡市,早良区,幼児,満所１号公園,野芥八丁目1059-4,33.53478547,130.3371953
九州,福岡県,福岡市,早良区,幼児,野芥５号公園,野芥二丁目376-1,33.54431118,130.34400244
九州,福岡県,福岡市,早良区,幼児,竹の花１区公園,干隈五丁目600-9,33.55240723,130.34510068
九州,福岡県,福岡市,早良区,幼児,飯倉１号公園,飯倉二丁目501-3,33.56824628,130.35357514
九州,福岡県,福岡市,早良区,幼児,飯倉２号公園,飯倉七丁目281-5,33.55735757,130.35044934
九州,福岡県,福岡市,早良区,幼児,ツル１号公園,内野五丁目277-13,33.4989917,130.34246052
九州,福岡県,福岡市,早良区,幼児,東大谷公園,梅林七丁目47-15,33.53773067,130.35359917
九州,福岡県,福岡市,早良区,幼児,熊山３号公園,早良六丁目1139-40,33.50086721,130.33102138
九州,福岡県,福岡市,早良区,幼児,ツル２号公園,内野五丁目272-13,33.49988122,130.34215894
九州,福岡県,福岡市,早良区,幼児,原２号公園,原一丁目163-4,33.57148216,130.34935855
九州,福岡県,福岡市,早良区,幼児,脇山公園,脇山二丁目2766-1,33.49795986,130.34920001
九州,福岡県,福岡市,早良区,幼児,小田部１号公園,小田部一丁目314-2,33.57031814,130.33472177
九州,福岡県,福岡市,早良区,幼児,原３号公園,原五丁目1320-7,33.56569483,130.33974578
九州,福岡県,福岡市,早良区,幼児,馬立山北公園,内野七丁目190-17,33.49604412,130.34391092
九州,福岡県,福岡市,早良区,幼児,野芥６号公園,野芥二丁目442-1,33.54570068,130.34328017
九州,福岡県,福岡市,早良区,幼児,ツル公園,内野五丁目247-35,33.49774311,130.34153565
九州,福岡県,福岡市,早良区,幼児,原４号公園,原六丁目635-2,33.56583417,130.34495114
九州,福岡県,福岡市,早良区,幼児,原５号公園,原四丁目1260-2,33.56745681,130.34180842
九州,福岡県,福岡市,早良区,幼児,東入部１号公園,東入部一丁目1619-276,33.52481802,130.33985681
九州,福岡県,福岡市,早良区,幼児,野芥２号公園,野芥六丁目403-29,33.53681259,130.34627058
九州,福岡県,福岡市,早良区,幼児,重留１号公園,重留三丁目461-58,33.53496218,130.34469503
九州,福岡県,福岡市,早良区,幼児,早良４号公園,早良七丁目918-6,33.49789143,130.33483617
九州,福岡県,福岡市,早良区,幼児,重留２号公園,重留三丁目429-18,33.53167717,130.34576359
九州,福岡県,福岡市,早良区,幼児,重留３号公園,重留七丁目1047-36,33.53305061,130.3371953
九州,福岡県,福岡市,早良区,幼児,飯倉３号公園,飯倉八丁目575-4,33.55996,130.34689
九州,福岡県,福岡市,早良区,幼児,重留４号公園,重留一丁目1209-4,33.53414745,130.33774256
九州,福岡県,福岡市,早良区,幼児,原６号公園,原二丁目22-9,33.56955588,130.35091663
九州,福岡県,福岡市,早良区,幼児,南庄１号公園,南庄三丁目195-1,33.57182811,130.33503838
九州,福岡県,福岡市,早良区,幼児,野芥３号公園,野芥六丁目411-39,33.53600843,130.34373121
九州,福岡県,福岡市,早良区,幼児,野芥７号公園,野芥二丁目817-2,33.54720262,130.3449127
九州,福岡県,福岡市,早良区,幼児,梅林１号公園,梅林七丁目44-40,33.53585697,130.3534721
九州,福岡県,福岡市,早良区,幼児,東入部２号公園,東入部一丁目1681-13,33.52574971,130.33985681
九州,福岡県,福岡市,早良区,幼児,小田部２号公園,小田部七丁目98-3,33.57160461,130.33030614
九州,福岡県,福岡市,早良区,幼児,原７号公園,原六丁目830-1,33.56405333,130.34477418
九州,福岡県,福岡市,早良区,幼児,小田部３号公園,小田部七丁目137-3,33.57388802,130.32955281
九州,福岡県,福岡市,早良区,幼児,原８号公園,原二丁目62-3,33.56934418,130.34793988
九州,福岡県,福岡市,早良区,幼児,田村１号公園,田村六丁目194-8,33.53796529,130.32874079
九州,福岡県,福岡市,早良区,幼児,原９号公園,原四丁目1270-15,33.5686435,130.34039364
九州,福岡県,福岡市,早良区,都市緑地,脇山１号公園,脇山一丁目1009-11,33.498855,130.35060591
九州,福岡県,福岡市,早良区,幼児,梅林２号公園,梅林七丁目551-11,33.54233128,130.35383856
九州,福岡県,福岡市,早良区,幼児,原１０号公園,原二丁目384-8,33.5695269,130.34617006
九州,福岡県,福岡市,早良区,幼児,野芥８号公園,野芥五丁目459-4,33.53608087,130.35058781
九州,福岡県,福岡市,早良区,幼児,野芥９号公園,野芥五丁目472-6,33.53547831,130.35207113
九州,福岡県,福岡市,早良区,幼児,戸井公園,田村二丁目808-29,33.54317795,130.32881619
九州,福岡県,福岡市,早良区,幼児,藤崎１号公園,藤崎二丁目157，158，159-1，159-2，160-1，160-2,33.57526571,130.34796997
九州,福岡県,福岡市,早良区,幼児,飯場１号公園,大字飯場214-1,33.50179287,130.29234918
九州,福岡県,福岡市,早良区,幼児,梅林３号公園,梅林七丁目151-3,33.54050532,130.35270446
九州,福岡県,福岡市,早良区,幼児,重留５号公園,重留五丁目840-6,33.52740735,130.34101793
九州,福岡県,福岡市,早良区,幼児,田村２号公園,田村一丁目1069-6,33.54433226,130.32722932
九州,福岡県,福岡市,早良区,幼児,飯倉４号公園,飯倉六丁目115-5,33.55909545,130.35561981
九州,福岡県,福岡市,早良区,幼児,次郎丸２号公園,次郎丸五丁目279-9,33.54777856,130.33099013
九州,福岡県,福岡市,早良区,幼児,野芥１０号公園,野芥七丁目540-14,33.5400945,130.34293388
九州,福岡県,福岡市,早良区,幼児,田村３号公園,田村五丁目1129-9,33.53638623,130.33568079
九州,福岡県,福岡市,早良区,幼児,内野１号公園,内野五丁目276-20,33.49939158,130.3418674
九州,福岡県,福岡市,早良区,幼児,室見中公園,室見五丁目7-13,33.57916676,130.33891938
九州,福岡県,福岡市,早良区,幼児,次郎丸３号公園,次郎丸五丁目295-5,33.54920994,130.33133973
九州,福岡県,福岡市,早良区,幼児,小田部４号公園,小田部六丁目83-4,33.57214134,130.32847721
九州,福岡県,福岡市,早良区,幼児,内野２号公園,内野三丁目323-21,33.49974744,130.34078754
九州,福岡県,福岡市,早良区,幼児,原１１号公園,原四丁目1264-3,33.56842692,130.34180725
九州,福岡県,福岡市,早良区,幼児,早良５号公園,早良一丁目1266-29,33.50411806,130.33780232
九州,福岡県,福岡市,早良区,幼児,田村４号公園,田村二丁目791-3,33.5438281,130.32961787
九州,福岡県,福岡市,早良区,幼児,有田１号公園,有田五丁目631-3,33.55561898,130.33646898
九州,福岡県,福岡市,早良区,緑道,室見川河畔（公園）,"南庄五丁目，六丁目小田部四丁目,五丁目,六丁目",33.57719536,130.33068992
九州,福岡県,福岡市,早良区,緑道,百道浜西（緑地）,百道浜四丁目901-145,33.59137267,130.34573257
九州,福岡県,福岡市,西区,風致,徳永南公園,大字徳永397-17，400-2，402-14大字女原366-17,33.56522415,130.26202703
九州,福岡県,福岡市,西区,風致,今宿森林公園,大字今宿字上ノ原外,33.55037923,130.28098819
九州,福岡県,福岡市,西区,風致,生の松原海岸森林公園,生の松原一丁目1188-7外,33.58054961,130.30375454
九州,福岡県,福岡市,西区,風致,能古の島公園,能古1608-51，-28，-61，-64,33.62128949,130.30300843
九州,福岡県,福岡市,西区,運動,西部運動公園,大字飯盛１０９-１外,33.54507456,130.31975892
九州,福岡県,福岡市,西区,運動,今津運動公園,今津2200外,33.60587656,130.24655396
九州,福岡県,福岡市,西区,近隣,壱岐公園,福重二丁目431-1,33.56445449,130.32025549
九州,福岡県,福岡市,西区,近隣,長垂公園,今宿青木1111-6外,33.58220989,130.28617216
九州,福岡県,福岡市,西区,近隣,愛宕浜中央公園,愛宕浜三丁目5047-3,33.59579678,130.33348137
九州,福岡県,福岡市,西区,近隣,室見が丘中央公園,大字金武70-6,33.51978727,130.31857476
九州,福岡県,福岡市,西区,近隣,姪浜中央公園,姪の浜駅南二丁目700-1,33.58101822,130.32493638
九州,福岡県,福岡市,西区,近隣,西の丘中央公園,西の丘三丁目162,33.56589537,130.29983861
九州,福岡県,福岡市,西区,近隣,長垂海浜公園,今宿駅前一丁目1120-9，1120-299,33.58035516,130.28002806
九州,福岡県,福岡市,西区,近隣,田尻中央公園,富士見二丁目283,33.58284482,130.24259268
九州,福岡県,福岡市,西区,都市緑地,豊浜公園,豊浜一丁目23外,33.58954312,130.33776581
九州,福岡県,福岡市,西区,街区,石崎公園,大字田尻59-1,33.58447122,130.25422344
九州,福岡県,福岡市,西区,街区,上ノ原公園,今宿上ノ原575，597-1，622-1，623-1,33.56448,130.2776562
九州,福岡県,福岡市,西区,都市緑地,生ノ松原公園,生の松原四丁目1655-95，1707-114,33.57166296,130.29651863
九州,福岡県,福岡市,西区,街区,名柄公園,小戸一丁目2497-16,33.58942887,130.31905228
九州,福岡県,福岡市,西区,街区,小戸南公園,小戸三丁目2571-215,33.58789108,130.31744381
九州,福岡県,福岡市,西区,街区,泉公園,泉三丁目1048-1,33.5774836,130.2444721
九州,福岡県,福岡市,西区,街区,福重公園,福重三丁目331-8,33.5708428,130.32037377
九州,福岡県,福岡市,西区,街区,宮の浦公園,"大字宮浦2127-4，2132-4，2134-4,2145-2,2151-3",33.63841771,130.22814866
九州,福岡県,福岡市,西区,都市緑地,下山門１号公園,下山門一丁目353-9外,33.58031945,130.31632542
九州,福岡県,福岡市,西区,街区,戸切公園,"戸切三丁目108-3，108-4，109-2，108-2,113-3,113-4",33.55257502,130.31552873
九州,福岡県,福岡市,西区,街区,石丸公園,石丸一丁目1099,33.5733963,130.32120461
九州,福岡県,福岡市,西区,街区,都町公園,内浜二丁目1303-1,33.58278603,130.31933879
九州,福岡県,福岡市,西区,街区,今宿公園,今宿東二丁目582-10,33.57684094,130.27954426
九州,福岡県,福岡市,西区,街区,上山門公園,上山門一丁目1099-5,33.57362766,130.30570701
九州,福岡県,福岡市,西区,街区,姪浜公園,姪の浜駅南四丁目199-1,33.58207656,130.32949162
九州,福岡県,福岡市,西区,街区,下山門中央公園,下山門団地860-14，868-2，870-2，1012-2，1024-3,33.57801405,130.3076799
九州,福岡県,福岡市,西区,街区,牧の神公園,大字能古1622-3，1622-7,33.6314904,130.30316551
九州,福岡県,福岡市,西区,街区,野方藤ヶ丘北公園,野方三丁目216-93,33.55006968,130.31266364
九州,福岡県,福岡市,西区,街区,徳永公園,大字徳永664-1，665-9,33.57329103,130.25472295
九州,福岡県,福岡市,西区,街区,下山門北公園,下山門三丁目460-1,33.57844453,130.31144724
九州,福岡県,福岡市,西区,街区,野方東公園,野方五丁目1030-23,33.55256686,130.30557632
九州,福岡県,福岡市,西区,街区,野方藤ヶ丘南公園,野方三丁目610-82,33.54660137,130.30990914
九州,福岡県,福岡市,西区,街区,野方台公園,野方五丁目898-48,33.54895982,130.29971547
九州,福岡県,福岡市,西区,街区,野方南公園,野方五丁目952-19,33.55022473,130.30261071
九州,福岡県,福岡市,西区,街区,石丸東公園,石丸三丁目110-1,33.57423359,130.31443296
九州,福岡県,福岡市,西区,街区,石丸西公園,石丸三丁目187-9,33.57388268,130.31192978
九州,福岡県,福岡市,西区,街区,山ノ上公園,上山門二丁目1043-2,33.57023484,130.30350542
九州,福岡県,福岡市,西区,街区,壱岐団地西公園,壱岐団地101-2,33.56190273,130.31293507
九州,福岡県,福岡市,西区,街区,壱岐団地北公園,壱岐団地173-15,33.56244134,130.31485518
九州,福岡県,福岡市,西区,街区,壱岐団地中公園,壱岐団地173-16，173-22の一部，1060-6,33.55964221,130.31507634
九州,福岡県,福岡市,西区,都市緑地,壱岐団地公園,壱岐団地8−9外,33.55713534,130.3152408
九州,福岡県,福岡市,西区,街区,壱岐団地南公園,壱岐団地1345-74,33.5557989,130.31461922
九州,福岡県,福岡市,西区,街区,壱岐団地中央公園,壱岐団地60-17,33.5592505,130.31372925
九州,福岡県,福岡市,西区,街区,野方萩ヶ丘南公園,野方三丁目244-57,33.54843884,130.30795887
九州,福岡県,福岡市,西区,街区,磯辺公園,大字能古1299-2,33.60770399,130.30049557
九州,福岡県,福岡市,西区,街区,今宿西公園,今宿三丁目721-2,33.58017664,130.2668493
九州,福岡県,福岡市,西区,街区,姪浜北公園,姪の浜三丁目3646-2,33.59063257,130.32656998
九州,福岡県,福岡市,西区,街区,新室見公園,福重五丁目816-4,33.57551482,130.32644621
九州,福岡県,福岡市,西区,街区,小戸天神免公園,小戸四丁目1448-1,33.58516488,130.31843654
九州,福岡県,福岡市,西区,街区,女原公園,大字女原56-1，59-1,33.57369906,130.26340931
九州,福岡県,福岡市,西区,街区,下山門西公園,生の松原四丁目1701-17，1701-37，1707-235,33.57462735,130.29965012
九州,福岡県,福岡市,西区,街区,大町団地西公園,大町団地340-1,33.57721226,130.31899699
九州,福岡県,福岡市,西区,街区,今宿青木公園,今宿青木230-2,33.56896839,130.2790856
九州,福岡県,福岡市,西区,街区,拾六町東公園,拾六町三丁目553-2,33.56790087,130.30767739
九州,福岡県,福岡市,西区,街区,壱岐団地東公園,壱岐団地1269-74,33.55598774,130.31630107
九州,福岡県,福岡市,西区,街区,拾六町中公園,拾六町四丁目675-97，689-3,33.56498503,130.30543896
九州,福岡県,福岡市,西区,街区,拾六町南公園,拾六町四丁目809-1,33.56253111,130.30587791
九州,福岡県,福岡市,西区,街区,宇賀公園,生の松原一丁目1216-10,33.58205973,130.3074522
九州,福岡県,福岡市,西区,街区,桑原公園,大字桑原731-4,33.60304739,130.22414594
九州,福岡県,福岡市,西区,街区,野方公園,野方一丁目506-2,33.55652073,130.30886112
九州,福岡県,福岡市,西区,街区,橋本公園,橋本二丁目734-5，1137-2,33.55753062,130.32199904
九州,福岡県,福岡市,西区,街区,横浜北公園,横浜二丁目1435-44,33.59248913,130.26256989
九州,福岡県,福岡市,西区,街区,下山門２号公園,下山門一丁目397-3,33.57927896,130.31832344
九州,福岡県,福岡市,西区,街区,小松原公園,生の松原二丁目1339-1,33.57703476,130.30171097
九州,福岡県,福岡市,西区,街区,徳永北公園,大字徳永443-14，503-2，505-4,33.56829095,130.25721972
九州,福岡県,福岡市,西区,街区,北原公園,大字徳永929-1,33.58093355,130.2562667
九州,福岡県,福岡市,西区,街区,愛宕北公園,愛宕三丁目4269-97,33.58656445,130.33682083
九州,福岡県,福岡市,西区,街区,道隈西公園,野方二丁目377-41,33.55401947,130.31019464
九州,福岡県,福岡市,西区,街区,神功町公園,小戸四丁目1538-1,33.58229843,130.31459129
九州,福岡県,福岡市,西区,街区,今津公園,今津1586-4,33.60726005,130.25982544
九州,福岡県,福岡市,西区,街区,平田公園,大字飯氏921-4,33.56752751,130.2425809
九州,福岡県,福岡市,西区,街区,姪浜当方公園,姪の浜六丁目2898-1,33.58979609,130.32332477
九州,福岡県,福岡市,西区,街区,城の原南公園,上山門一丁目497-1,33.57165888,130.30633846
九州,福岡県,福岡市,西区,街区,神功町西公園,小戸五丁目1658-3,33.58444827,130.31218173
九州,福岡県,福岡市,西区,街区,小戸東公園,小戸一丁目2362-1，2363-3,33.59120637,130.32111941
九州,福岡県,福岡市,西区,街区,千里公園,大字千里448-11,33.5669787,130.2399717
九州,福岡県,福岡市,西区,街区,西ノ浦公園,大字西浦1065-14,33.65107295,130.20957587
九州,福岡県,福岡市,西区,街区,福重東公園,福重団地104-4，789-8,33.56952485,130.32459647
九州,福岡県,福岡市,西区,街区,泉東公園,泉二丁目79,33.58016389,130.24223533
九州,福岡県,福岡市,西区,街区,愛宕浜南公園,愛宕四丁目5045-72,33.59167632,130.33238347
九州,福岡県,福岡市,西区,街区,周船寺中公園,周船寺一丁目592-1，592-2,33.57042202,130.24465431
九州,福岡県,福岡市,西区,街区,横浜西公園,横浜一丁目291,33.58557292,130.26224066
九州,福岡県,福岡市,西区,街区,横浜南公園,横浜一丁目128,33.58296148,130.26474132
九州,福岡県,福岡市,西区,街区,吉武公園,大字吉武287-1,33.53605771,130.3119147
九州,福岡県,福岡市,西区,街区,田尻中公園,大字田尻356-1,33.58457976,130.24480234
九州,福岡県,福岡市,西区,街区,壱岐東公園,壱岐団地1023-29,33.56191701,130.31690975
九州,福岡県,福岡市,西区,街区,福重北公園,福重四丁目186-12,33.57294419,130.32407874
九州,福岡県,福岡市,西区,街区,生松台東公園,生松台二丁目46-1,33.55265459,130.30318121
九州,福岡県,福岡市,西区,街区,生松台中公園,生松台二丁目23-17,33.55431733,130.29996428
九州,福岡県,福岡市,西区,街区,生松台南公園,生松台二丁目32-6,33.55097552,130.30063028
九州,福岡県,福岡市,西区,街区,玄界島公園,大字玄界島1-25，1-34，80-6，80-17，33-18,33.68519499,130.2344443
九州,福岡県,福岡市,西区,街区,生松台北１号公園,生松台一丁目4-16,33.55924233,130.29866996
九州,福岡県,福岡市,西区,街区,生松台北２号公園,生松台一丁目20-17,33.55751226,130.2995707
九州,福岡県,福岡市,西区,街区,今宿松原公園,今宿駅前一丁目1120-257,33.58076829,130.27686767
九州,福岡県,福岡市,西区,街区,今津西公園,今津3546-1,33.61124796,130.23564202
九州,福岡県,福岡市,西区,街区,今宿楠木公園,今宿東三丁目840-1,33.57474771,130.28021278
九州,福岡県,福岡市,西区,街区,田尻西公園,富士見一丁目1388-1，1388-6，1388-7，1388-11,33.58307114,130.23865397
九州,福岡県,福岡市,西区,街区,飯盛公園,大字飯盛461-7,33.53965863,130.31498084
九州,福岡県,福岡市,西区,街区,千里中公園,大字千里341-1,33.56256732,130.24287934
九州,福岡県,福岡市,西区,街区,金武南公園,大字金武204-1,33.52137395,130.31563834
九州,福岡県,福岡市,西区,街区,林田公園,横浜三丁目268,33.58582182,130.25965454
九州,福岡県,福岡市,西区,街区,下新田公園,横浜三丁目301,33.58583814,130.25654818
九州,福岡県,福岡市,西区,街区,上新田公園,横浜三丁目32,33.58311246,130.26145401
九州,福岡県,福岡市,西区,街区,周船寺北公園,周船寺三丁目47-9，49-5，50,33.57638814,130.25085127
九州,福岡県,福岡市,西区,街区,室見が丘西公園,大字金武71-14,33.51903239,130.31537039
九州,福岡県,福岡市,西区,街区,今宿谷公園,今宿町426-2,33.57177199,130.27003483
九州,福岡県,福岡市,西区,街区,姪浜中公園,姪浜駅南三丁目86,33.58099271,130.32788629
九州,福岡県,福岡市,西区,街区,西の丘南公園,"西の丘一丁目36,1006",33.56195527,130.30063657
九州,福岡県,福岡市,西区,街区,室見が丘東公園,大字西入部294-82，422-59,33.51823162,130.31981567
九州,福岡県,福岡市,西区,街区,室見が丘南公園,室見が丘三丁目149-2，345-17,33.51677391,130.31675518
九州,福岡県,福岡市,西区,街区,石丸中公園,石丸二丁目68-1,33.57329314,130.31694382
九州,福岡県,福岡市,西区,街区,宇田川原公園,大字宇田川原260-5，261-4，261-5，262-8,33.55901613,130.24455614
九州,福岡県,福岡市,西区,街区,姪浜南公園,姪浜駅南二丁目264,33.57713676,130.3252474
九州,福岡県,福岡市,西区,街区,姪浜東公園,姪の浜二丁目3788-16,33.58752414,130.33211003
九州,福岡県,福岡市,西区,街区,内浜南公園,内浜一丁目71,33.57925855,130.32220324
九州,福岡県,福岡市,西区,街区,姪浜明治通公園,姪の浜一丁目446-1，447-2,33.58722546,130.32765256
九州,福岡県,福岡市,西区,街区,愛宕東公園,愛宕三丁目4285-2，4285-3，4285-11，4285-13，4285-16，4285-17，4285-18，4285-30の各一部,33.58331181,130.33954335
九州,福岡県,福岡市,西区,街区,富士見西公園,富士見一丁目181,33.58132424,130.23603078
九州,福岡県,福岡市,西区,街区,愛宕浜北公園,愛宕浜二丁目5047-17,33.59443138,130.33891184
九州,福岡県,福岡市,西区,街区,石丸南公園,"石丸四丁目278-1,278-2，278-6",33.57069272,130.31066933
九州,福岡県,福岡市,西区,街区,小呂島公園,大字小呂島132，133,33.86412139,130.03544106
九州,福岡県,福岡市,西区,街区,田尻南公園,田尻一丁目112,33.58028884,130.24646589
九州,福岡県,福岡市,西区,都市緑地,愛宕浜東公園,愛宕浜二丁目5047-4,33.59278496,130.33883975
九州,福岡県,福岡市,西区,街区,元岡公園,大字元岡2561-2，2562-1，2562-4，2570，2736-3，2742-5，2742-6，2744-5，,33.58685823,130.21987589
九州,福岡県,福岡市,西区,幼児,城の原公園,上山門二丁目1602-3,33.57315637,130.30268187
九州,福岡県,福岡市,西区,幼児,ククサ公園,石丸二丁目50-12,33.57242394,130.3183946
九州,福岡県,福岡市,西区,幼児,水ヶ元公園,生の松原一丁目1043-40,33.57945482,130.30511468
九州,福岡県,福岡市,西区,幼児,道隈公園,野方二丁目369,33.55388073,130.31215173
九州,福岡県,福岡市,西区,幼児,カハクボ公園,周船寺二丁目605-15,33.57158417,130.24649906
九州,福岡県,福岡市,西区,都市緑地,姪浜１号公園,愛宕浜四丁目5034,33.58103256,130.33307292
九州,福岡県,福岡市,西区,幼児,愛宕公園,愛宕二丁目4133-4,33.58310429,130.33532374
九州,福岡県,福岡市,西区,幼児,生田公園,生の松原三丁目1273-15,33.57787327,130.2981279
九州,福岡県,福岡市,西区,幼児,鹿町公園,福重三丁目332-24,33.57051637,130.31885955
九州,福岡県,福岡市,西区,幼児,大谷公園,野方三丁目265-43,33.55187932,130.3119147
九州,福岡県,福岡市,西区,幼児,緑町公園,今津4807-107,33.60911661,130.25183164
九州,福岡県,福岡市,西区,幼児,周船寺東公園,周船寺三丁目381-19,33.57384187,130.24900425
九州,福岡県,福岡市,西区,幼児,大音公園,野方五丁目890-102,33.55021657,130.29927314
九州,福岡県,福岡市,西区,幼児,松本公園,今宿東一丁目55-12,33.57445462,130.27493222
九州,福岡県,福岡市,西区,幼児,小畠公園,今宿東一丁目68-2,33.57489944,130.27583287
九州,福岡県,福岡市,西区,都市緑地,野方１号公園,野方五丁目1098-318,33.55671239,130.31300224
九州,福岡県,福岡市,西区,幼児,九郎丸公園,泉一丁目1132-16,33.57652489,130.24069019
九州,福岡県,福岡市,西区,幼児,柳公園,上山門一丁目1107-9,33.57469361,130.30546693
九州,福岡県,福岡市,西区,幼児,神田公園,上山門一丁目1081-14,33.57448087,130.30696676
九州,福岡県,福岡市,西区,幼児,中町公園,大字田尻162-36,33.58027864,130.25196154
九州,福岡県,福岡市,西区,幼児,中原公園,野方三丁目245-2,33.5516243,130.31128639
九州,福岡県,福岡市,西区,幼児,大町団地東公園,大町団地1161-5,33.57794518,130.32109633
九州,福岡県,福岡市,西区,幼児,勧進原公園,野方二丁目383-18,33.55152229,130.30712699
九州,福岡県,福岡市,西区,幼児,横浜公園,横浜二丁目1810-24,33.59213822,130.26396725
九州,福岡県,福岡市,西区,幼児,小松原西公園,生の松原三丁目1283-3,33.57762028,130.29940462
九州,福岡県,福岡市,西区,幼児,高崎公園,上山門三丁目1078-53,33.57049107,130.3014715
九州,福岡県,福岡市,西区,幼児,野方塚原公園,野方四丁目1052-18,33.54998194,130.30442103
九州,福岡県,福岡市,西区,幼児,横浜１号公園,横浜二丁目1868-29,33.59252178,130.26541487
九州,福岡県,福岡市,西区,幼児,飯氏西公園,大字飯氏912-12,33.56878366,130.24288514
九州,福岡県,福岡市,西区,幼児,橋本１号公園,橋本二丁目1208-59,33.55672092,130.31817862
九州,福岡県,福岡市,西区,幼児,飯氏公園,大字飯氏146-2,33.56649147,130.25214736
九州,福岡県,福岡市,西区,幼児,愛宕２号公園,愛宕三丁目4234-1，4234-4,33.58397545,130.33805369
九州,福岡県,福岡市,西区,幼児,西ノ浦岡公園,大字西浦1020-1,33.65028747,130.21258751
九州,福岡県,福岡市,西区,幼児,上野間公園,姪の浜四丁目779-2,33.58582997,130.32451684
九州,福岡県,福岡市,西区,幼児,拾六町１号公園,拾六町四丁目621-129,33.56676244,130.30404828
九州,福岡県,福岡市,西区,幼児,野方２号公園,野方五丁目1098-134,33.54824168,130.29851917
九州,福岡県,福岡市,西区,幼児,道隈２号公園,野方二丁目377-62,33.55384038,130.31070745
九州,福岡県,福岡市,西区,幼児,福重１号公園,福重三丁目340-15,33.56944017,130.31910145
九州,福岡県,福岡市,西区,幼児,福重２号公園,福重四丁目248-17,33.57108183,130.32449835
九州,福岡県,福岡市,西区,幼児,千里台公園,"大字千里470-8,470-45",33.56594457,130.23787544
九州,福岡県,福岡市,西区,幼児,道隈１号公園,野方二丁目296-2,33.55576458,130.31083527
九州,福岡県,福岡市,西区,幼児,十郎川団地公園,十郎川団地266-18,33.5704349,130.31255074
九州,福岡県,福岡市,西区,幼児,姪浜２号公園,姪の浜六丁目2683-1,33.58805683,130.31998108
九州,福岡県,福岡市,西区,幼児,周船寺１号公園,大字周船寺133-5,33.57361745,130.25084315
九州,福岡県,福岡市,西区,幼児,今宿１号公園,今宿町1230-8,33.58410398,130.26799173
九州,福岡県,福岡市,西区,幼児,上山門１号公園,上山門二丁目1607-15,33.5740213,130.30337567
九州,福岡県,福岡市,西区,幼児,愛宕浜１号公園,愛宕浜四丁目6-13,33.59231571,130.33017538
九州,福岡県,福岡市,西区,幼児,今津大原公園,今津3581-2,33.61248801,130.23552076
九州,福岡県,福岡市,西区,幼児,姪浜３号公園,姪の浜二丁目3921-25,33.58713431,130.33055839
九州,福岡県,福岡市,西区,幼児,姪浜４号公園,愛宕南二丁目148-2,33.58065144,130.33228068
九州,福岡県,福岡市,西区,幼児,愛宕浜２号公園,愛宕浜一丁目12-15,33.59158124,130.33457982
九州,福岡県,福岡市,西区,幼児,愛宕１号公園,愛宕四丁目4280-100,33.58512445,130.34006354
九州,福岡県,福岡市,西区,幼児,愛宕浜４号公園,愛宕浜四丁目5032-39,33.59383309,130.3281648
九州,福岡県,福岡市,西区,幼児,姪浜５号公園,姪の浜三丁目5003-53,33.58507919,130.32145069
